item_id,entity_id,entity_name,score
146,14092,Indianapolis,7.4386864
146,14900,Fans of unique meads,3.3951278
146,14901,Fans of ciders,3.2409816
146,14903,Supporters of local artisans,3.2314556
146,14904,Supporters of charities,3.164779
146,14899,community atmosphere,2.5668585
146,14895,cider,2.5454497
146,14894,mead,2.468591
146,14898,cozy vibe,1.9904077
146,14896,cocktail,1.614722
146,14897,variety of events,1.1601161
146,14199,knowledgeable staff,0.7919235
146,14902,fans of cocktails,0.4781485
146,14267,bar,-0.35454586
155,14964,mini vacation feel,4.7423124
155,14963,Mexican-inspired food,4.703597
155,14965,a fun night out,3.44986
155,14096,lively atmosphere,0.2559938
155,14469,excellent service,-0.06719127
155,14783,drinks,-0.53135085
155,14115,Mexican,-1.5259908
173,14092,Indianapolis,7.4386864
173,15035,rooftop dining,2.8012178
173,15034,extensive drink options,1.8891233
173,14613,upscale dining,0.4180252
173,15036,great ambiance,0.064182386
173,14539,Latin American cuisine,-0.06167639
173,14115,Mexican,-1.5259908
173,14113,restaurant,-1.6059625
245,14092,Indianapolis,7.4386864
245,15404,interactive exhibits,5.1696534
245,15415,people interested in fun,3.758302
245,15414,people interested in learning,3.4231768
245,15406,hands-on exhibits,3.0344944
245,15413,kids,2.8188078
245,15409,Dinosphere,2.8053193
245,15412,learning and fun,2.6060894
245,15411,Fireworks of Glass,2.262892
245,15410,Train's exhibit,2.2478254
245,15405,educational exhibits,2.2406142
245,14408,families,-0.053267427
245,15403,museum,-0.11664904
245,15408,adults,-1.2230065
245,15407,children,-1.3039243
320,15736,ample portions,2.0655258
320,15737,higher,0.6388676
320,14278,family-friendly,-0.54255974
320,14402,Italian,-1.2301805
320,15338,diverse wine selection,-1.7305372
360,14092,Indianapolis,7.4386864
360,15882,unique flavor profiles,2.5206347
360,14228,generous portions,0.1018852
360,15881,African cuisine,-0.79031223
360,14259,friendly staff,-0.9131073
360,14113,restaurant,-1.6059625
360,14540,Caribbean cuisine,-3.1765168
421,14092,Indianapolis,7.4386864
421,15263,fajitas,3.3507977
421,16136,colorful and inviting atmosphere,3.2006073
421,14947,enchiladas,2.565711
421,14122,Fans of Mexican cuisine,0.65989304
421,14568,flavorful dishes,-0.61606205
421,16134,fish tacos,-0.91264826
421,14215,attentive service,-1.045454
421,14115,Mexican,-1.5259908
421,16135,authentic Mexican food,-2.6183999
552,15168,Carmel,7.520482
552,16609,shareable samplers,3.8619053
552,16611,Individuals who appreciate a wide beer selection,3.7736218
552,14086,beers,1.5452819
552,16610,family,0.514566
552,16014,fans of craft beer,0.38498765
552,16013,wide beer selection,0.29501912
552,14085,craft beers,0.063508056
552,14119,casual dining,-0.10394143
552,16283,friends,-0.1635636
552,16608,delicious burgers,-0.6133835
552,14276,burgers,-0.8739193
552,14563,fun atmosphere,-0.9109484
931,14092,Indianapolis,7.4386864
931,16880,street food,3.6621473
931,17945,no-fancy atmosphere,3.1877728
931,17946,Fans of Mexican street tacos,2.4187384
931,17944,tender meats,2.3759391
931,17943,flavorful meats,2.2362688
931,16861,Mexican street tacos,1.6023405
931,14974,tacos,-0.29257104
931,14757,Mexican restaurant,-0.657245
931,14115,Mexican,-1.5259908
