item_id,entity_id,entity_name,score
9946,14226,breakfast,5.169572
9946,14103,brunch,4.263048
9946,37645,casual beach atmosphere,3.9551668
9946,19325,breakfast restaurant,3.15385
9946,14473,Clearwater,1.7547348
9946,14126,cafe,1.6257015
9946,14295,breakfast options,1.4072258
9946,19498,brunch restaurant,1.2019625
9946,14696,reasonable,1.0014589
9946,14101,brunch options,0.96753323
12293,16779,sports bar,4.6175604
12293,14206,seafood,4.4285765
12293,15635,strong drinks,3.8957086
12293,14850,sports viewing,2.3555567
12293,14246,beer selection,2.3317232
12293,14783,drinks,1.8804115
12293,36903,large menu,1.6062037
12293,14267,bar,1.5581223
12293,14096,lively atmosphere,0.051769122
12293,15408,adults,-2.1844249
