item_id,entity_id,entity_name,score
3053,23703,potential wait,6.106837
3053,23704,child-friendly dining,4.002096
3053,14269,variety of breakfast options,2.138309
3053,23702,indulgent choices,2.0282438
3053,14295,breakfast options,1.9551185
3053,14408,families,1.2335377
3053,22510,reasonably priced menus,1.0635934
3053,15185,healthy choices,1.0248611
4733,14245,good food,1.3469713
4733,14458,lively,1.1998978
4733,14208,good service,0.88097423
4733,14085,craft beers,0.14939788
4733,14304,pizza,-0.670347
9108,36112,vegan ginger chicken,4.1642704
9108,36114,extensive vegan options,3.8749542
9108,36116,well-priced vegan menu,3.7173471
9108,36113,vegan mock chicken curry,3.6668794
9108,36111,vegan menu,3.5635974
9108,36115,delicious vegan food,3.553568
