item_id,entity_id,entity_name,score
529,14112,New Orleans,7.0396776
529,16531,festivals,3.0558462
529,16530,outdoor parks,3.0267367
529,16532,historical significance,1.29237
529,14278,family-friendly,-0.61038214
529,15629,live music events,-0.95547193
1048,14112,New Orleans,7.0396776
1048,16504,unique dining experiences,1.7349304
1048,18320,Hot dog lovers,1.5934678
1048,18321,Classic snack,1.3859099
1048,18319,late night eats,0.71662396
1048,18318,hot dog,0.4538687
1048,17736,nostalgic atmosphere,-1.7352421
1048,16880,street food,-5.4930124
1108,14112,New Orleans,7.0396776
1108,18559,lively nightlife setting,4.5367737
1108,14222,live music,3.1797671
1108,14594,clean facilities,0.9223539
1108,18558,variety of music genres,0.85883796
1108,15226,music,0.60678226
1108,14102,delicious food,0.051721033
1108,17350,music venue,-1.3980337
2272,14112,New Orleans,7.0396776
2272,21846,variety of chocolate treats,4.249378
2272,21843,chocolate treats,3.1479008
2272,20331,gifts,3.1088347
2272,21844,gift options,2.4755988
2272,21845,Chocolate shop,0.69121104
2272,17887,chocolate,0.37537983
2272,15321,sweet treats,-0.4656514
3036,14112,New Orleans,7.0396776
3036,14437,food connoisseurs,4.0152893
3036,23677,traditional dining experience,3.4049652
3036,14434,Fine dining restaurant,3.0267766
3036,14436,fine dining enthusiasts,2.6929572
3036,18250,impeccable service,2.5532563
3036,14393,fine dining,1.0777061
3036,23676,classic decor,0.87565714
3106,14112,New Orleans,7.0396776
3106,23824,Individuals who appreciate unique ambiance,3.566178
3106,23823,old-fashioned ambiance,3.5641835
3106,15361,cannoli,1.3650364
3106,20472,Italian desserts,1.1262783
3106,14605,gelato,-0.3626887
3106,14522,dessert,-2.2244968
3106,14181,pastries,-2.6529598
3183,24008,poboys,5.4683223
3183,18240,New Orleans cuisine,5.077427
3183,14315,delicious,-0.8730241
3546,21842,po boys,6.635976
3546,24876,classic Bucktown NOLA,6.054994
3546,14751,gumbo,5.682622
3546,24875,New Orleans style food,5.017725
3546,24874,Bucktown,4.892186
3546,24878,New Orleans food,4.4386644
3546,17347,cheese fries,4.3540215
3546,24877,personable service,2.7486494
3546,14088,laid-back,1.5426693
3546,14229,friendly service,-1.0287017
3546,14304,pizza,-2.2293406
3636,16296,Metairie,8.559126
3636,25085,New Orleans classics,4.2166915
3636,25087,People seeking good value,4.1419444
3636,14801,seafood lovers,3.286155
3636,25086,Fans of New Orleans classics,2.4694822
3636,14206,seafood,1.0873256
3636,14102,delicious food,0.051721033
3636,14188,casual setting,-0.17969249
3806,14112,New Orleans,7.0396776
3806,14801,seafood lovers,3.286155
3806,22006,Nightclub,2.8518875
3806,15387,lively nightlife,1.5540501
3806,22155,delicious seafood,1.4478037
3806,16417,top-notch service,1.3952944
3806,14206,seafood,1.0873256
3806,17671,Fans of lively nightlife,0.8128377
3806,24526,bachelorette parties,0.5638151
3813,14112,New Orleans,7.0396776
3813,25458,vibrant and enthusiastic fan atmosphere,5.119321
3813,25456,NFL football,4.251528
3813,25457,luxury stadium experience,3.6151216
3813,25459,Fans of NFL football,2.99352
3813,25460,New Orleans Saints supporters,2.4166684
3826,14112,New Orleans,7.0396776
3826,22353,photography opportunities,4.1243334
3826,25484,outdoor festivals,2.913109
3826,23384,historical sites,2.8592339
3826,15433,French Quarter,2.5062408
3826,24170,peaceful walks,1.8482418
3826,18477,park,0.6310972
3826,16488,scenic views,0.48697448
4493,14112,New Orleans,7.0396776
4493,14744,historic ambiance,5.2278757
4493,20326,classic cocktails,4.2669897
4493,27013,lively but classy setting,2.5714536
4493,15370,quality service,-0.4014296
4567,14112,New Orleans,7.0396776
4567,15396,unique twists,1.6369616
4567,14096,lively atmosphere,0.8199162
4567,15848,Vietnamese food,0.6287463
4567,15851,Vietnamese restaurant,-0.70631945
4567,14315,delicious,-0.8730241
4567,14120,affordable,-1.1535231
4567,14773,fast service,-2.1817195
4567,14316,fresh,-2.7217638
4837,14112,New Orleans,7.0396776
4837,14376,variety of dining options,3.092984
4837,15434,hotel,2.770161
4837,27758,prime location near attractions,2.2899044
4837,27759,large and maze-like structure,1.9305848
4837,27757,modern and spacious hotel,1.6365894
4837,23078,top-notch amenities,0.38663843
5228,16296,Metairie,8.559126
5228,28592,Cajun/Creole twist,2.9745507
5228,14435,exceptional service,2.9610462
5228,28593,familiar menu items,2.8371208
5228,16582,American restaurant,2.3414302
5228,16397,Bistro,1.9586288
5228,15387,lively nightlife,1.5540501
5228,14152,American cuisine,0.051020764
5228,14216,cocktails,-0.36350212
5228,15129,cozy ambience,-1.2306406
5844,14112,New Orleans,7.0396776
5844,29907,fun and vibrant atmosphere,4.1690936
5844,17046,oyster enthusiasts,2.6693482
5844,15550,happy hour deals,1.7858285
5844,15383,fish,1.4430935
5844,29908,Lovers of fresh seafood,1.1372812
5844,14206,seafood,1.0873256
5844,20286,People seeking a lively atmosphere,-0.11630861
5844,14259,friendly staff,-1.0748456
6049,30275,huge servings,4.79141
6049,30274,delicious mac & cheese,4.668848
6049,30272,Chalmette,4.350496
6049,14555,Cajun/Creole food,4.237893
6049,14308,Restaurant & Bar,4.2355094
6049,30276,"Fans of Southern, Italian and Cajun/Creole food",3.3767867
6049,14402,Italian,3.0897393
6049,19739,southern food,1.0888554
6049,30273,mac & cheese,0.7175517
6049,14120,affordable,-1.1535231
6049,14254,large portions,-1.5312514
6381,15608,sushi bar,2.755914
6381,21362,Harvey,2.2430906
6381,30954,complimentary dishes,0.990046
6381,14490,sushi,0.23969342
6381,14229,friendly service,-1.0287017
6381,14696,reasonable,-1.4731541
6381,14842,variety of options,-1.6764445
6381,28377,clean restaurant environment,-1.9240686
6439,31072,huge pizzas,6.461312
6439,31073,simple toppings,5.0861397
6439,31065,Westwego,4.0074553
6439,17497,affordable pizza,3.82258
6439,29013,quality pizza,2.688153
6439,16064,delicious toppings,2.2348962
6439,14410,individuals,1.4405626
