item_id,num_entities,avg_score,max_score,min_score
408,11,2.9563432,8.242266,-0.55774003
509,6,1.3712088,3.6705265,-0.35905334
606,9,2.3029704,8.242266,-0.79861236
625,7,1.9506578,8.242266,-0.6792764
1035,11,0.5690526,3.8273582,-1.8043027
1546,10,1.7749916,8.242266,-0.87900835
1822,6,3.5574214,8.242266,-0.79861236
2074,7,1.0790803,4.0046616,-1.6318574
2206,5,2.0210638,8.242266,-2.5125723
2271,8,1.8939431,8.242266,-1.3261948
2283,7,2.7149827,8.242266,0.19520436
2322,8,1.7970814,8.242266,-0.79861236
2972,9,2.010041,8.242266,-0.77740335
3570,5,2.1066303,8.242266,-1.6880978
3580,7,3.5867026,8.242266,1.3165898
4736,8,3.1920846,8.242266,1.3738048
4879,17,2.057479,8.242266,-2.855722
4933,8,1.300447,8.242266,-1.9395458
5235,8,2.7752004,8.242266,-1.6346116
5879,6,2.2835162,8.242266,-0.79861236
6211,11,3.957214,8.242266,0.32220256
6245,15,3.3443282,8.242266,0.7214168
6290,10,2.681598,8.242266,-0.9828376
6378,7,1.8209363,3.8144605,-1.3303063
7057,11,1.908751,8.242266,0.26762065
7347,8,2.6790197,8.242266,-0.55774003
7815,7,2.6644845,8.242266,0.040539034
8113,10,2.5455108,8.242266,-0.41727397
8679,9,1.7840582,8.242266,-1.9846988
8718,7,3.2319515,8.242266,1.1196978
8813,12,2.436558,8.242266,-1.2805545
9063,11,2.172442,8.242266,-0.18043835
9230,8,2.8501534,8.242266,0.8386951
10070,8,1.6431329,4.1163898,-0.52324605
10124,8,1.9662848,8.242266,-1.8153485
10273,14,1.5944426,8.242266,-1.2661295
10452,9,2.873882,4.3316517,0.049732175
10677,8,1.359593,8.242266,-1.0976312
10984,11,2.4813032,8.242266,-0.522468
11369,8,3.0175033,8.242266,-0.08097473
11371,9,2.9523394,8.242266,-0.21471132
11443,11,1.79748,8.242266,-1.2805545
11459,10,1.3441496,3.7901978,-0.8923341
11496,10,2.0188098,8.242266,-1.4027369
11566,8,1.1422266,5.0353813,-1.2119746
11910,9,1.8723433,8.242266,-1.3261948
12695,8,2.2556782,8.242266,-0.39154893
12875,9,1.6318293,8.242266,-0.8923341
13213,9,1.0733624,8.242266,-3.4945588
13276,6,2.1496124,8.242266,-3.0322995
13358,8,3.4851656,8.242266,1.2351369
13447,8,1.2128673,8.242266,-1.6880978
13779,9,0.71892637,2.4420166,-1.954308
13972,12,1.1645901,2.5703883,-0.8923341
