item_id,num_entities,avg_score,max_score,min_score
114,5,1.5823491,7.20786,-2.319878
827,6,1.2493004,7.20786,-1.8620341
882,7,0.4141068,6.0912867,-3.5964155
1010,14,1.6673955,6.290699,-1.102797
1477,9,3.5361347,7.20786,1.0505365
1824,13,1.7976218,7.20786,-2.8743129
1884,5,-0.05107989,3.6070666,-3.6223762
1973,11,2.1811895,7.20786,-2.5454924
2029,7,0.40499607,3.405775,-3.1168246
2330,9,-0.29773974,8.193231,-2.8130019
2427,9,1.9992614,7.20786,-1.7868642
2684,7,3.2909677,5.2401476,1.0505365
2799,14,0.20594072,4.706204,-3.4215136
2965,9,1.1078715,3.1994698,-1.102797
3445,14,-0.1557872,4.5035934,-6.1333838
3494,8,1.3700542,6.0912867,-2.1258132
3881,7,1.2625792,7.20786,-3.5908797
4002,10,-0.18666713,7.20786,-5.5849814
4379,12,0.21432458,7.20786,-3.6223762
4438,6,0.4755753,7.20786,-3.0401125
5203,7,1.2785895,4.3827972,-2.3587055
5424,11,1.4856054,7.20786,-3.6223762
5749,10,1.4216058,7.20786,-2.1415896
6091,7,-0.005173751,7.20786,-5.5849814
6121,8,0.34796917,3.440571,-5.1563697
6691,10,1.0864878,3.6087093,-1.4137077
7095,7,1.0631993,7.20786,-3.6223762
7122,8,0.08353174,3.2223923,-3.5080135
7299,10,1.1558981,7.20786,-2.4363215
7444,7,0.30988336,7.20786,-3.5080135
7828,8,0.40599966,6.627768,-3.341033
8001,10,1.3200744,7.20786,-1.8245442
8484,6,1.8030853,7.20786,-2.319878
8685,6,1.5260779,6.290699,-3.2327695
8705,10,1.5057433,6.290699,-1.7868642
8711,5,0.13153014,7.20786,-3.8550456
8887,7,0.27142853,5.992199,-2.319878
8915,9,2.0335634,7.20786,-1.7868642
9011,12,0.8205962,7.20786,-2.1108584
9208,8,1.6188626,7.20786,-3.6223762
9442,7,1.1703436,6.0912867,-1.7868642
9482,8,2.0587108,7.20786,-0.69584143
9739,11,0.68377364,4.5432234,-0.88181317
9822,10,0.34615645,4.5893188,-1.7868642
10046,11,1.435521,7.20786,-1.8177489
10084,10,0.91948813,3.4657843,-2.1002295
10336,11,3.0393293,7.20786,-2.0727043
10510,3,2.2013242,7.20786,-1.7868642
10863,7,2.3245792,7.20786,-1.6739309
11130,12,1.8158025,7.20786,-1.8993596
11225,11,0.8340884,4.305825,-1.7868642
11416,8,1.7795103,7.20786,-2.5454924
11674,9,2.3910937,7.20786,-1.6333194
11816,11,2.5143523,7.20786,0.528373
11981,7,-0.13983253,6.0912867,-3.5080135
12377,8,2.4739692,6.0912867,-1.047769
12477,10,0.7813785,7.20786,-3.985845
12571,10,0.745539,3.2451117,-1.8245442
12627,8,1.4663211,3.6806471,-0.5162513
12953,9,0.13027993,2.1954699,-1.7528054
13009,15,0.3798502,3.1088586,-3.6223762
13011,8,0.66859967,6.4876714,-2.1108584
13180,9,2.4748704,5.648149,-1.102797
13618,8,-0.08047688,7.20786,-4.197494
13678,8,1.7708417,7.20786,-2.3587055
13936,9,0.8773136,7.072897,-2.5620754
