item_id,entity_id,entity_name,score
8975,18937,Hamilton,4.0241494
8975,14765,BYOB option,3.8256211
8975,35866,Fans of Puerto Rican cuisine,2.6332948
8975,14613,upscale dining,2.3294435
8975,14229,friendly service,1.7678506
8975,14113,restaurant,1.6085558
8975,20965,Puerto Rican cuisine,0.29896408
10186,15779,Moorestown,3.8309643
10186,17284,lively atmospheres,3.6140795
10186,16010,daily specials,2.5329056
10186,38066,decent margaritas,2.0225248
10186,18120,reasonable prices,2.000933
10186,14115,Mexican,1.4934866
10186,14757,Mexican restaurant,1.246819
10186,14278,family-friendly,1.1273437
10186,38067,Mexican staples,0.7047804
10186,19667,great drinks,-0.008901104
10186,14949,margaritas,-0.33204985
12270,41750,diverse tapas menu,6.3752213
12270,21319,New Hope,4.915065
12270,41751,a unique night out,4.720641
12270,41753,customized dining experience,3.890171
12270,41749,European ambiance,3.1298742
12270,15447,wine flights,3.0683746
12270,41752,Fans of European ambiance,2.690821
12270,17404,knowledgeable,2.109502
12270,14386,wine bar,0.60053027
12270,16356,wine enthusiasts,0.41131026
12270,14385,wine,-1.0948135
