item_id,num_entities,avg_score,max_score,min_score
146,14,2.4094787,7.4386864,-0.35454586
155,7,1.5753186,4.7423124,-1.5259908
173,8,1.1772007,7.4386864,-1.6059625
245,15,2.3406007,7.4386864,-1.3039243
320,5,-0.15977678,2.0655258,-1.7305372
360,7,0.5107582,7.4386864,-3.1765168
421,10,1.049714,7.4386864,-2.6183999
552,13,1.176432,7.520482,-0.9109484
931,10,2.0446086,7.4386864,-1.5259908
1004,11,2.4246168,7.4386864,-0.86871094
1325,6,1.4355847,7.4386864,-5.9124904
1334,7,1.949438,7.4386864,-0.7071056
1373,9,1.4425931,7.4386864,-2.880014
1405,8,1.5059191,7.4386864,-1.6059625
1462,17,2.2601023,7.4386864,-0.54768896
1528,8,1.663312,5.000835,-0.84991735
1565,15,1.6639527,7.4386864,-2.3256285
1580,10,2.7048209,5.7737927,-0.9131073
1711,6,2.6275308,7.4386864,-1.6059625
2408,7,3.5171616,7.4386864,0.1018852
2459,8,0.9435436,4.73144,-0.55420625
2543,11,4.416952,7.520482,0.8732363
2572,7,3.5917783,6.569366,-0.045411352
2611,6,1.3297838,7.4386864,-0.79036933
2647,5,2.0744133,6.569366,-0.42049295
2816,9,1.6978759,6.6872387,-0.96088123
2851,12,1.6676441,7.4386864,-0.96139896
2958,9,0.6493434,7.4386864,-2.4586515
3000,7,1.2338979,7.4386864,-3.4549139
3045,8,1.2653434,7.4386864,-1.6073405
3081,8,1.5433319,7.4386864,-1.045454
3084,13,0.82286745,4.861685,-1.5259908
3096,8,3.3912148,7.4386864,-0.9131073
3351,6,2.0103617,5.9513626,-0.15828082
3398,13,0.99072295,7.4386864,-1.6950063
3674,8,1.6509576,7.4386864,-1.6059625
3777,16,0.43993363,7.520482,-2.8996027
3816,9,1.0013247,3.8472993,-1.0868119
3937,6,1.6415176,6.9554057,-0.7388052
3944,8,1.9660234,7.4386864,-1.6059625
4168,12,0.543968,7.520482,-5.0603185
4632,8,1.9806421,4.104988,-0.5257499
4656,11,3.0027335,7.4386864,-0.6790178
4777,10,1.8755753,7.4386864,-1.6059625
4896,9,1.7936522,4.9452925,-0.5370589
4907,11,1.8982369,6.0806403,-0.88876027
4963,11,1.3593765,7.4386864,-1.5294456
5000,7,2.0535233,7.4386864,-3.01891
5042,11,1.2834046,7.4386864,-0.9935881
5111,7,2.3674219,7.4386864,-1.0796444
5275,12,1.1227255,4.73144,-2.4151282
5317,8,1.8265088,7.4386864,-0.96139896
5325,7,2.2021685,6.3469396,-0.697524
5376,9,1.1631427,7.4386864,-1.5259908
5471,11,1.874136,6.569366,-1.2328091
5557,10,2.3774166,7.4386864,-0.96139896
5622,7,1.8256022,4.25206,-0.68577206
5893,9,1.341393,7.4386864,-1.6059625
5971,8,3.7047386,7.4386864,0.23503743
6231,13,0.63929087,6.0806403,-3.3721852
6285,7,1.4489071,4.991189,-0.96088123
6426,9,1.6189921,7.4386864,-0.96139896
6453,9,1.079684,7.4386864,-1.6059625
6998,7,0.3710806,7.4386864,-2.8825994
7001,8,2.446686,7.4386864,-1.4795337
7042,7,3.9266255,7.4386864,0.09228849
7226,10,1.227136,7.4386864,-2.1272738
7272,8,3.6035762,7.4386864,-0.54255974
7311,8,1.4503452,6.0806403,-2.1452296
7411,15,1.4237075,7.4386864,-2.9662652
7554,10,0.7876784,7.4386864,-2.08203
7795,10,1.0932109,7.4386864,-2.3782682
8008,9,2.1264045,7.4386864,-1.6059625
8176,10,2.5268252,6.569366,-0.697524
8183,8,0.6126957,6.569366,-2.1224487
8210,12,1.5722405,4.1598377,-0.96139896
8358,9,1.933661,7.4386864,-0.67066324
8362,6,4.178541,7.4386864,0.9167465
8504,12,0.62118816,6.0806403,-2.0030835
8740,12,2.2515142,7.4386864,-1.8960884
8991,7,0.9435377,7.4386864,-1.6059625
9308,7,0.74900824,3.6699355,-1.1926578
9416,3,0.9525356,3.467686,-0.42827192
9511,9,2.3230066,6.3469396,-1.2317426
9570,16,0.94059163,3.4377384,-1.1038358
9586,10,1.0166008,3.8938193,-1.8960884
9800,6,1.2623215,4.575589,-0.96139896
9929,6,1.4680672,7.4386864,-1.5259908
9931,9,1.5668571,7.4386864,-1.7136669
10104,10,0.90839577,7.4386864,-2.6183999
10188,10,2.77002,7.4386864,-0.89991164
10245,9,2.4405825,7.4386864,-1.0796444
10332,11,0.7230763,3.9306538,-1.6059625
10455,9,1.3678375,4.8944035,-2.1957836
10559,11,3.3147542,7.4386864,-0.23056966
10572,9,1.6094142,6.569366,-2.0020468
10736,14,1.4444102,7.4386864,-0.7388052
10752,7,1.5041343,6.7003,-3.9521484
10784,6,1.4977574,7.4386864,-0.8597335
10901,8,3.2383056,8.98764,-2.08203
11048,8,2.0171022,7.4386864,-0.5476923
11135,10,2.6015298,7.4386864,-1.7688233
11188,7,0.5674208,7.4386864,-2.1987343
11192,7,2.4582965,4.5986366,-0.10394143
11244,9,1.7997276,7.4386864,-1.6542885
11248,8,1.3641835,6.0183997,-1.4779406
11330,9,0.7737002,7.4386864,-2.1703546
11372,7,2.5772722,7.4386864,-1.045454
11544,8,1.7113887,7.4386864,-1.2177902
12232,11,-0.027301138,7.4386864,-4.7878413
12273,7,0.13295747,7.4386864,-1.8744153
12297,9,1.8491042,4.585033,-1.5825906
12434,8,1.9366384,7.4386864,-1.0446701
12598,8,2.450158,5.783595,-1.6059625
12604,5,2.4080343,7.4386864,-0.68577206
12631,12,1.2667092,7.4386864,-1.6530721
12639,12,1.5718848,7.4386864,-0.79254144
12669,8,1.7814841,6.0806403,-1.3815215
12678,6,1.5939656,6.0806403,-0.9131073
12687,6,2.9075563,7.4386864,0.5886306
12800,8,0.4930079,7.4386864,-4.7878413
12993,8,1.3390892,7.4386864,-0.96139896
13225,6,2.9666576,7.4386864,0.063508056
13509,11,1.4119223,7.4386864,-0.96139896
13551,9,1.3388726,7.4386864,-0.8065597
13834,12,2.2193253,4.73144,-0.9131073
13841,4,3.2586956,7.4386864,-1.0203493
13950,7,1.3430094,6.569366,-2.9815307
14034,13,0.41382107,7.4386864,-1.7049639
