item_id,num_entities,avg_score,max_score,min_score
34,5,0.10971997,2.1451404,-1.6385812
288,8,0.54614806,2.0450082,-1.2363043
3010,4,0.41116443,3.484839,-1.4940048
5302,5,0.2610721,2.5135448,-1.3720409
6432,6,-0.676764,-0.122030295,-1.1202683
6706,10,0.34476382,2.0638494,-1.3057209
7127,7,0.27251968,2.9665284,-1.4940048
9327,6,0.4041572,1.8286817,-0.92799884
9713,8,0.5769845,1.53308,-0.21423955
10045,4,0.44115046,1.9173203,-1.2966944
10618,5,0.6488235,2.3798077,-0.92799884
12758,10,0.057071257,2.2907276,-1.5221429
12932,9,1.1620716,2.377997,-0.92799884
12951,6,0.17230155,3.0401385,-1.2942082
13715,6,0.77173847,2.0820029,-1.4940048
