item_id,num_entities,avg_score,max_score,min_score
65,7,0.94057876,4.0403833,-1.3264043
639,10,2.2788205,10.315136,-1.4321699
881,10,1.9167879,10.315136,-1.3264043
1300,8,2.3023396,10.315136,-0.9944371
1657,8,2.644622,7.663489,-0.27817336
1751,6,3.290797,10.315136,0.28066993
1779,13,2.8528402,10.315136,-1.5185351
2105,14,1.6182749,10.315136,-1.6043658
2270,9,2.4702528,10.315136,-0.59073025
2355,14,2.530647,10.315136,-0.37633345
2363,11,1.7362981,7.663489,-0.85609734
2506,9,4.1919994,10.315136,2.451095
2595,6,1.6713873,10.315136,-1.1911817
2750,14,1.7791046,7.663489,-2.0746856
3615,8,2.091159,10.315136,-1.6043658
3717,7,3.9359875,10.315136,1.0310925
3782,8,2.5348759,10.315136,-2.106104
4111,11,2.6060033,10.315136,-0.5396682
4153,5,1.3970845,4.1179934,-0.5710163
4519,10,1.2014347,10.315136,-1.7546577
4544,9,2.8242848,10.315136,-1.6208682
4609,12,1.3200577,4.384949,-1.3209424
5002,7,1.6578963,4.6197944,-1.6491616
5038,5,3.4577289,10.315136,0.35319206
5449,10,0.8280961,10.315136,-2.4305248
6021,11,2.278385,4.672989,-1.0424021
6088,9,2.3249085,10.315136,-0.97609824
6160,10,2.8910794,10.315136,-1.1911817
6260,8,2.8261142,10.315136,-1.045886
6495,8,1.5479612,10.315136,-2.0746856
7118,11,2.8245752,10.315136,0.075852975
7453,3,3.9594228,10.315136,-0.59073025
8198,10,1.9527632,10.315136,-0.515923
8349,12,2.3577652,10.315136,-1.5145216
8416,8,0.8967799,10.315136,-1.9004368
8783,7,2.1907694,10.315136,-1.148162
8919,8,2.2899208,10.315136,-1.0181818
8989,10,2.5340295,10.315136,-1.5378757
9260,9,0.71781373,3.2746212,-3.0551739
9275,6,0.7407763,3.5689535,-1.6043658
9463,5,2.8424668,10.315136,-0.5232084
9653,8,1.1463203,7.663489,-1.3281096
9804,15,0.6600351,7.663489,-2.3176966
9904,7,3.4509456,10.315136,-1.4846543
10162,8,2.4357011,10.315136,-0.5396682
10171,9,1.5279586,4.054101,-0.7273242
10377,8,1.4029157,10.315136,-1.0691956
10410,14,1.6548241,10.315136,-2.2730849
10483,6,2.5909746,10.315136,-0.91643155
10749,11,1.551157,3.8471842,-0.48987952
10983,4,3.3597827,4.3682594,2.451095
11053,9,3.1431503,10.315136,-0.07381712
11152,8,2.0498276,10.315136,-0.43078107
11705,6,1.2880181,10.315136,-2.4821522
11974,8,1.3208773,4.7384915,-2.516022
12516,10,2.1331835,10.315136,-0.078965165
12615,6,1.8049878,10.315136,-1.4205482
12665,8,0.8807626,3.1905563,-1.1911817
12861,14,1.51402,10.315136,-1.046027
12934,9,1.4299562,10.315136,-1.7184749
13059,5,2.9523664,6.8792605,-0.26351485
13135,9,2.0866828,10.315136,-0.9879645
13277,9,3.4467335,10.315136,0.10628044
13394,6,1.7734495,10.315136,-1.1911817
13416,7,2.476208,10.315136,-1.3264043
13686,6,3.1706007,10.315136,-0.20523547
13832,8,1.093785,10.315136,-2.3176966
13897,5,1.6411304,4.251152,-0.4158673
14039,7,1.2538179,6.4078226,-1.6549807
