item_id,entity_id,entity_name,score
34,14328,extensive beer selection,2.1451404
34,14229,friendly service,1.1644062
34,16393,ambience,-0.41471118
34,14267,bar,-0.70765424
34,15396,unique twists,-1.6385812
288,15595,customizable donuts,2.0450082
288,15596,freshly made donuts,1.6192577
288,14305,variety of toppings,0.9373198
288,14214,cozy,0.7762431
288,28659,Donut shop,0.16393036
288,14509,donuts,0.13419136
288,14413,tasty treats,-0.0704617
288,14259,friendly staff,-1.2363043
3010,15995,North Wales,3.484839
3010,14823,variety of menu options,0.5818222
3010,14113,restaurant,-0.92799884
3010,14304,pizza,-1.4940048
5302,28763,small parties,2.5135448
5302,14215,attentive service,0.5703953
5302,14855,casual,0.31649074
5302,15446,drink options,-0.7230294
5302,14232,groups,-1.3720409
6432,23469,airport,-0.122030295
6432,17006,higher prices,-0.39899024
6432,14442,asian fusion,-0.4561848
6432,14113,restaurant,-0.92799884
6432,14490,sushi,-1.0351113
6432,15579,sushi options,-1.1202683
6706,31572,seasonal festivities,2.0638494
6706,31078,warm,1.873712
6706,14410,individuals,1.2236477
6706,31573,pumpkin picking,0.7797123
6706,16685,farm,0.46365052
6706,14222,live music,-0.24404506
6706,14408,families,-0.28258303
6706,18155,event venue,-0.48857975
6706,21231,activities,-0.63600546
6706,17837,arts and crafts,-1.3057209
7127,17043,Blue Bell,2.9665284
7127,22156,calamari,1.2857845
7127,14214,cozy,0.7762431
7127,16323,appetizer,-0.17171903
7127,15671,kid-friendly,-0.52719563
7127,14113,restaurant,-0.92799884
7127,14304,pizza,-1.4940048
9327,14093,Philadelphia,1.8286817
9327,34283,memorable dining experiences,1.3035287
9327,14846,personalized service,0.6809579
9327,15230,attentive,0.17269424
9327,28845,extensive,-0.63292027
9327,14113,restaurant,-0.92799884
9713,17289,celebrations,1.53308
9713,23897,Fans of craft beers,1.3899069
9713,14119,casual dining,0.9023127
9713,14412,Wayne,0.6428703
9713,18188,Fans of lively atmosphere,0.42753762
9713,14085,craft beers,0.08274885
9713,14458,lively,-0.14834075
9713,18153,history enthusiasts,-0.21423955
10045,22258,Mount Laurel,1.9173203
10045,14812,BYOB options,1.2321991
10045,14228,generous portions,-0.088223204
10045,14278,family-friendly,-1.2966944
10618,16501,Lafayette Hill,2.3798077
10618,14229,friendly service,1.1644062
10618,14214,cozy,0.7762431
10618,14458,lively,-0.14834075
10618,14113,restaurant,-0.92799884
12758,31959,casual pub,2.2907276
12758,14443,small plates,1.8469145
12758,14215,attentive service,0.5703953
12758,14103,brunch,0.29308188
12758,14085,craft beers,0.08274885
12758,23943,beer bar,-0.014235068
12758,16127,appetizers,-0.6038939
12758,14787,pub,-1.0219133
12758,14133,outdoor seating,-1.3509703
12758,14226,breakfast,-1.5221429
12932,42886,ping pong tables,2.377997
12932,42885,outdoor courtyard,2.2248697
12932,15615,beer garden,2.1483295
12932,14328,extensive beer selection,2.1451404
12932,14093,Philadelphia,1.8286817
12932,19608,German restaurant,1.0540099
12932,14458,lively,-0.14834075
12932,14222,live music,-0.24404506
12932,14113,restaurant,-0.92799884
12951,16325,Willow Grove,3.0401385
12951,14423,vegetarian options,0.52660984
12951,14228,generous portions,-0.088223204
12951,16101,tasty,-0.31364065
12951,14216,cocktails,-0.8368671
12951,17092,vibrant nightlife,-1.2942082
13715,18070,Plymouth Meeting,2.0820029
13715,31078,warm,1.873712
13715,44202,olive oil dip,1.8028488
13715,15371,pizza lovers,0.9511981
13715,21650,Italian restaurant,-0.5853261
13715,14304,pizza,-1.4940048
