item_id,num_entities,avg_score,max_score,min_score
415,8,1.2260357,2.9629166,-0.07433555
756,8,-0.0016958117,1.4554001,-1.1966418
1324,11,0.5305862,3.502213,-0.7958509
1453,7,1.132046,2.9629166,-0.6391078
2025,6,0.62975806,2.2579107,-0.6246758
2591,9,1.5303022,3.0133162,-0.27556524
2785,6,1.128097,3.502213,-0.7445013
3033,12,0.5599458,3.502213,-0.8865384
5245,7,0.35769877,2.9629166,-0.59159195
5965,9,0.8119305,1.9305357,-0.33977127
7238,8,0.90741694,3.502213,-0.2402961
7403,5,0.5848762,2.0279694,-0.10926391
8649,7,0.55533254,1.5661546,-1.6320827
9072,10,0.29748726,3.258321,-1.068673
9086,9,0.5651932,2.9629166,-0.16827288
9766,11,1.9713279,3.9484665,-0.7445013
9951,9,0.5346483,2.9629166,-0.7835702
9973,6,0.8031757,2.9629166,-0.50851053
10073,10,0.3575786,2.2064054,-0.9524512
10140,6,0.20712437,1.1354941,-0.34030294
10176,7,0.93681544,3.9484665,-0.44005558
10204,6,1.4511808,2.9629166,0.2345037
12375,12,0.89756393,3.502213,-0.7609023
12888,6,1.0751898,2.2064054,0.47930622
12977,6,0.9321389,2.9629166,-0.31149894
13302,5,1.4894348,2.9629166,0.07721575
13986,4,1.3222588,3.502213,-0.28833732
