item_id,num_entities,avg_score,max_score,min_score
18,8,2.4531045,7.0317707,-1.4341464
51,8,-0.90152466,5.533461,-4.8536057
1436,5,1.4921148,3.5828733,-1.2522727
1668,9,-0.12804945,2.1030138,-2.4431443
2194,5,0.1117507,1.9847826,-4.5503173
2255,7,0.45266864,4.616606,-2.0812328
3029,9,-0.84196436,3.6663928,-4.8536057
3118,11,1.319679,2.9366603,-1.2522727
4607,9,1.1296172,5.2257104,-4.5503173
6013,13,1.1861551,6.876818,-2.6922433
7306,6,0.36259356,3.085012,-1.3666644
7401,9,1.2601274,4.863804,-2.9266741
7425,10,1.4237921,6.5710897,-1.764706
8896,10,0.4261635,1.9698966,-1.4396023
9202,7,2.0328565,4.53563,-0.14127111
9559,6,-0.39296472,1.3807414,-3.38195
10012,8,1.2159857,3.0819745,-0.9913085
10184,8,-0.0035735965,2.7051563,-3.0723472
11184,8,1.489214,5.108771,-1.7847229
11401,9,1.9843464,5.2257104,-4.1559997
11484,8,2.131313,3.7769628,-0.5232115
12417,8,1.423433,2.7569044,-0.8451595
12570,7,2.753668,5.185329,-1.3666644
12739,9,0.8110495,3.9811752,-2.5213542
12780,9,-0.44699225,1.9698966,-4.8536057
12946,5,0.01714406,4.79619,-2.014345
13327,9,0.45336252,5.303335,-1.5740141
