item_id,num_entities,avg_score,max_score,min_score
236,8,2.3586442,4.577321,-1.1692659
519,12,1.0779471,3.7219353,-1.1692659
1396,16,2.908578,5.678349,-0.018897364
1744,18,1.5355563,5.678349,-1.1509788
1965,9,1.4000455,3.8894217,-2.9220695
2937,12,2.2355602,5.73373,-0.78884095
2960,4,3.7892885,5.5726604,2.662459
3083,10,2.5487587,5.5726604,-1.1956288
3159,8,1.716753,4.5481257,-1.1692659
3307,6,2.0355647,5.5726604,-1.0580599
3480,10,1.6163008,4.769515,-1.5009084
3606,10,0.8429348,2.7544065,-1.8441539
4723,12,0.69161177,3.9784048,-1.4050528
4889,11,1.9106414,3.8776197,-1.4050528
6028,13,1.7572646,5.5726604,-0.78884095
6029,7,1.9766836,7.428162,-0.5717351
6252,7,1.9448414,3.2431092,1.0783583
6468,5,1.1302358,5.678349,-0.38720897
7091,9,1.6294339,4.296796,-1.6687975
7177,7,2.4236653,5.5726604,-0.43419537
7261,9,2.3616617,4.600648,-1.8800547
7294,10,1.7326502,3.5717885,-1.1994717
7307,6,2.0688393,4.799048,-0.4795653
7329,11,2.7421482,5.5726604,-1.1411631
8673,10,1.6367891,5.5726604,-1.8441539
8901,7,2.2900288,6.739221,-1.3372465
9072,10,1.6127522,6.5350184,-0.60803217
11234,5,1.5126301,5.678349,-0.12606074
11291,13,2.3280683,4.610799,-1.1692659
11294,9,1.1875091,3.0220568,-1.1692659
11725,9,0.4167693,5.678349,-2.9220695
12977,6,0.71277696,5.5726604,-2.2183754
13101,10,2.2067692,5.678349,-0.97756684
13284,9,1.690379,4.8736496,-1.6797374
13313,5,2.4098184,4.483024,0.6236063
13339,9,0.3829067,5.5726604,-3.5191193
13960,7,1.744783,5.678349,-1.8851373
