item_id,entity_id,entity_name,score
3189,17117,busy,2.9087737
3189,18240,New Orleans cuisine,2.7125878
3189,14117,vibrant,1.594502
3189,14127,coffee,0.5732914
3189,15158,delicious pastries,0.49772948
7228,17589,pasta,3.0691488
7228,14112,New Orleans,2.9393198
7228,14402,Italian,2.7011902
7228,16705,dining experience,2.4905264
7228,14387,modern,2.180054
7228,14397,food enthusiasts,0.9730919
7228,14443,small plates,0.8791047
7228,14469,excellent service,0.6920459
7228,14304,pizza,0.5696483
7228,14401,italian restaurant,0.117267154
