item_id,num_entities,avg_score,max_score,min_score
25,8,-1.303578,0.10716638,-4.036927
1366,8,-0.3788175,4.594404,-3.1067986
1436,5,-0.19843212,3.0108135,-2.2251444
1446,14,-0.48230118,3.0108135,-2.5529516
2045,8,1.0250242,3.0108135,-0.6178944
2666,9,0.87280416,3.470225,-2.650084
3600,11,-0.9199173,0.9674204,-3.8090498
4352,6,0.7925032,4.829415,-2.5529516
8636,14,-0.0601222,3.0222445,-3.529827
9021,7,0.18698385,3.0108135,-1.8890667
11638,8,-0.22969863,3.0108135,-2.2847328
12794,8,-0.6209847,2.170465,-5.9066424
12867,9,-0.22062322,3.487319,-6.910466
