item_id,entity_id,entity_name,score
4959,14238,Tampa,4.0914836
4959,28040,urban ambiance,2.0956278
4959,17022,ambiance,0.6521408
4959,16292,portions,0.5700533
4959,14228,generous portions,0.40240067
5281,22430,South Tampa,4.300706
5281,14259,friendly staff,3.163123
5281,16536,cozy cafe,1.4353257
5281,14126,cafe,0.8502541
5281,14181,pastries,0.32913396
5281,35577,Fans of Cuban sandwiches,-0.33270755
5281,14187,bakery,-0.34468025
5281,23603,Fans of pastries,-0.5327787
6609,14238,Tampa,4.0914836
6609,17041,menu,3.2042973
6609,14154,friendly,2.223334
6609,27170,pricey,1.9450599
6609,14216,cocktails,1.5594878
6609,14216,cocktails,1.5594878
6609,14208,good service,1.5435748
6609,14226,breakfast,1.2205068
6609,15838,trendy,0.79341525
6609,14113,restaurant,0.5708916
6609,14103,brunch,0.5518077
6609,14432,beverages,0.048142254
8440,14238,Tampa,4.0914836
8440,14458,lively,2.992819
8440,14974,tacos,1.8041772
8440,34870,quesabirria tacos,0.9752274
8440,21742,good value for the price,0.8832131
8440,34869,birria,0.82314306
8652,14238,Tampa,4.0914836
8652,14207,cozy setting,1.547497
8652,18120,reasonable prices,1.4391755
8652,14226,breakfast,1.2205068
8652,14113,restaurant,0.5708916
8652,14103,brunch,0.5518077
8652,15004,diner,-0.6787908
9148,14238,Tampa,4.0914836
9148,14133,outdoor seating,2.756139
9148,36189,big beer selection,2.3725235
9148,36190,old movies,2.063316
9148,14189,chicken wings,1.9711754
9148,21576,neighborhood feel,1.9475346
9148,17004,entertainment venue,1.511
9148,15165,beer enthusiasts,1.5013971
9148,25140,live DJ music,1.4696249
9148,14247,sports,1.4660293
9148,27662,local beer selection,1.3194677
9148,14304,pizza,1.0305141
9148,14267,bar,0.7319836
9148,14113,restaurant,0.5708916
9148,15371,pizza lovers,-0.2659227
9148,14608,wings,-0.6633864
9148,14561,toppings,-1.0759344
9148,25811,Pizza place,-2.0390697
11588,27753,shopping,4.092462
11588,21807,Plant City,4.0198674
11588,16578,fun environment,2.1530726
11588,14408,families,1.8352438
11588,40554,Farm Market,1.6217855
11588,30026,affordable prices,1.070631
11588,23208,fruit,0.9252719
11588,15959,fresh produce,-1.1513144
