item_id,num_entities,avg_score,max_score,min_score
159,10,0.5003963,1.4937229,-0.60871506
579,10,-0.08065346,1.4937229,-1.2263362
788,11,0.23528971,1.4937229,-1.1605816
963,9,0.11989495,1.6222427,-2.13258
2045,8,0.016402006,1.4937229,-0.77139163
2880,7,0.24707992,1.4937229,-0.37833068
2894,11,-0.042048868,1.4937229,-1.122711
2934,7,1.7106684,3.0131826,-0.51823556
3111,8,0.62920487,1.4937229,-0.81804717
3139,9,0.21105684,1.4937229,-1.0776877
3719,10,-0.39465967,1.4937229,-1.8649942
4489,8,0.7138294,2.5524583,-1.0776877
4624,8,0.1709612,2.1914508,-1.8328983
4711,6,0.40228665,1.4937229,-0.5486626
5756,9,0.4359488,1.4937229,0.109300196
5858,8,-0.39386845,1.0595701,-1.3432709
6668,5,0.18860705,1.4937229,-0.6442783
7175,9,0.6379579,1.9103594,-1.0792413
7233,8,0.8921324,2.1055558,-0.16274212
7388,8,-0.2540528,1.1450595,-0.82578844
8487,11,0.009424838,0.5588632,-1.0776877
8910,8,0.8273168,1.7736807,-1.0776877
8920,13,-0.51611114,1.4937229,-1.951057
9026,11,-0.007819653,1.4937229,-1.0452645
10064,8,0.24967617,1.4937229,-0.3846102
10125,6,0.05967909,1.4937229,-1.446175
10230,5,-0.13472432,1.4937229,-1.0667346
11365,8,-0.10439789,0.8171588,-1.446175
11547,7,0.023205468,1.2717236,-0.80757594
11640,7,-0.042692907,1.3733026,-1.1693194
11915,7,-0.08032351,0.48564506,-1.0776877
12764,7,0.10986606,1.4937229,-1.8649942
12768,7,0.22701536,1.4937229,-0.37420744
12940,9,0.2786986,1.6447438,-1.446175
13083,12,0.5291855,1.8864925,-1.3229173
13360,7,1.2663143,2.5246615,-0.27180684
