item_id,num_entities,avg_score,max_score,min_score
941,11,3.1303885,11.720916,-0.041162934
1005,7,1.2179594,11.720916,-1.2016792
1303,14,2.1361861,11.720916,-1.4696003
1327,9,3.1151295,11.720916,-0.38968676
2501,7,4.1151648,11.720916,-0.8370787
2931,13,2.7710063,11.720916,-0.71384573
3503,8,2.4216757,11.720916,-0.9207346
3837,8,2.1742833,11.720916,-2.2556534
4111,11,2.5041623,11.720916,-0.36945882
4215,6,2.5552294,11.720916,-0.5986221
4256,9,2.4409087,11.720916,-0.38968676
4470,7,1.9359542,11.720916,-1.5874654
4480,10,1.150556,9.276249,-1.2499084
4751,5,1.4259074,3.5597057,-0.7574191
5751,8,1.0927188,4.036797,-1.0820142
6167,6,1.1499451,11.720916,-2.8901052
6495,8,2.1474986,11.720916,-2.0285325
6596,13,1.8793566,11.720916,-2.0096257
6601,14,1.2685834,9.276249,-3.4632018
6816,13,0.95913404,11.720916,-2.0096257
6929,9,2.2162197,11.720916,-0.6638306
7012,8,1.412344,3.912862,-2.2556534
7532,10,2.7380748,5.7618217,-0.6892986
7901,7,3.053394,11.720916,-1.2820648
9217,11,1.0357226,11.720916,-2.0096257
9246,6,1.6077894,3.4384284,-0.21999478
9275,6,0.7178385,3.1531262,-1.2497258
9927,9,2.0755277,11.720916,-2.2556534
10378,6,2.8786182,11.720916,-0.93351185
10658,10,1.2955911,11.720916,-3.4907892
10975,8,2.897939,9.276249,-0.21999478
11974,8,2.1209779,5.364114,-1.2056528
11979,6,-0.39607522,2.819943,-1.5874654
12016,7,2.687677,11.720916,-1.6012459
12174,8,2.5476475,9.276249,-1.0820142
12367,7,2.4183125,11.720916,-1.5874654
12725,8,2.702514,11.720916,-2.0285325
12861,14,1.7270247,11.720916,-1.2043598
13179,8,1.1839539,3.2561758,-0.9207346
13305,9,2.816794,11.720916,-0.27345526
13699,9,1.9437966,5.356016,-1.2499084
13895,6,2.0264833,11.720916,-1.5604968
