item_id,entity_id,entity_name,score
1476,14418,Santa Barbara,6.44815
1476,19688,French influenced techniques,2.337721
1476,14629,Mexican dishes,1.3860642
1476,19689,dive atmosphere,1.0078775
1476,14115,Mexican,0.58951706
1476,16240,taqueria,0.43176425
1476,15398,homemade tortillas,-1.1189098
3381,20499,Isla Vista,5.160728
3381,24506,pizza with unique options,4.1380587
3381,24507,stuffed crust,4.015195
3381,24509,nostalgic cravings,3.7107532
3381,24508,Wildbread,3.6869893
3381,17836,late-night delivery,2.3952827
3381,14818,visitors,0.8369567
3381,14304,pizza,0.7130107
3381,14698,relaxed,0.6869344
3381,20698,group gatherings,0.40298715
3381,14124,college students,-0.36125833
3381,14246,beer selection,-0.94021535
4994,16012,Goleta,7.656171
4994,28109,Users that enjoy bowling and arcades,3.4271042
4994,28107,arcades,2.7846158
4994,20087,fun nightlife atmosphere,2.733171
4994,28108,promotions,2.0979652
4994,20962,bowling,1.5979061
4994,16932,fun,1.2739189
4994,16694,discounts,0.7988351
5966,14418,Santa Barbara,6.44815
5966,23084,willing to pay a bit more,5.0561433
5966,22043,quality meat,3.0391412
5966,14250,barbecue,2.9068155
5966,17622,Korean BBQ,2.2197819
5966,14830,group dining,1.015933
5966,18179,interactive dining experiences,0.67798525
5966,21181,Fans of Korean BBQ,-0.021842089
8779,16012,Goleta,7.656171
8779,16715,casual environment,3.543816
8779,16578,fun environment,2.774891
8779,17425,flavorful sandwiches,2.726376
8779,17442,variety of ingredients,2.4824746
8779,35487,creative sandwiches,2.1875567
8779,35489,Fans of unique sandwich options,2.1180446
8779,35488,Fans of unique sandwich names,1.9409747
8779,14607,sandwich,-0.835265
8835,35615,unique and exotic toppings,1.5260001
8835,14397,food enthusiasts,1.1078005
8835,14113,restaurant,1.0875717
8835,35613,gourmet hotdogs,0.9741463
8835,35614,hotdog,0.72491556
8835,14093,Philadelphia,0.34335944
8835,14208,good service,-0.029743485
11253,22331,family-friendly dining experience,4.9326224
11253,18000,well-seasoned dishes,3.4493382
11253,27203,grilled chicken,3.0292099
11253,39958,meal-sized salads,2.3740518
11253,23034,diverse dietary preferences,2.1946592
11253,14086,beers,1.0953451
11253,14194,chicken,0.3844464
11253,14502,welcoming environment,-0.24149582
11253,14718,salads,-0.335587
11253,14085,craft beers,-0.7981117
11313,20499,Isla Vista,5.160728
11313,40057,difficult choice between burritos and nachos,4.951248
11313,20095,nachos,4.048979
11313,40058,Fans of huge portions,3.8649094
11313,40060,Fans of late-night munchies,3.8220146
11313,40059,Fans of tasty nachos,3.5902152
11313,16817,burritos,2.452691
11313,14773,fast service,0.3277344
11313,14277,fresh ingredients,0.067911506
