item_id,entity_id,entity_name,score
5854,14775,noodles,4.6673326
5854,15847,Philadelphia's Chinatown,3.6446977
5854,18171,Asian cuisine,2.1431046
5854,14113,restaurant,1.7895296
5854,29924,"cozy, crowded setting",1.3037122
5854,14208,good service,0.97976536
9893,14775,noodles,4.6673326
9893,37556,Chinese noodles,4.5994825
9893,14093,Philadelphia,3.064905
9893,37559,Fans of authentic Chinese food,2.475617
9893,37557,Fans of quick Chinese food,2.270512
9893,37558,Fans of affordable Chinese food,1.6267593
9893,14214,cozy,0.810121
9893,14229,friendly service,-0.023357721
