item_id,entity_id,entity_name,score
3963,14473,Clearwater,4.25514
3963,25779,meat pies,2.4152296
3963,25780,Mediterranean eatery,2.3931503
3963,25778,chicken shawarma,2.105862
3963,14277,fresh ingredients,1.0876391
3963,16182,hummus,0.6064151
3963,14163,fresh food,0.4764268
3963,15148,Middle Eastern cuisine,0.20860893
3963,14229,friendly service,-0.10655103
3963,15154,Fans of Middle Eastern cuisine,-0.38813186
7027,32235,European-style seafood creations,3.8692572
7027,14206,seafood,1.5037436
7027,18272,cozy bar setting,0.83187777
7027,14443,small plates,0.8241829
7027,16614,great wine selection,-0.31525126
7253,32643,cozy nightlife ambiance,3.5710793
7253,22026,St Pete Beach,2.9274023
7253,27860,modern european cuisine,1.5120525
7253,15338,diverse wine selection,0.18061146
7253,14314,Mediterranean cuisine,-0.49717104
