item_id,entity_id,entity_name,score
4755,14353,Nashville,0.65073246
4755,20038,Winery,0.6371724
4755,15222,tourists,0.44056952
4755,23984,wine tasting,0.021918552
4755,14385,wine,-0.2105149
4755,14598,Wine enthusiasts,-1.1141385
4755,20337,history buffs,-1.1587498
5907,14864,warm atmosphere,0.805073
5907,15165,beer enthusiasts,0.49948663
5907,30014,great beer deals,0.36547053
5907,30013,cozy indoor setting,0.1304771
5907,16997,flavorful brews,-0.18538529
5907,30015,Madison,-1.8515726
8560,16025,chic,0.6375653
8560,14112,New Orleans,0.07447702
8560,14387,modern,0.039618343
8560,15383,fish,-0.063919045
8560,31384,alligator,-0.16211425
8560,14113,restaurant,-0.45690495
8560,18140,pork,-0.88964665
