item_id,entity_id,entity_name,score
5080,19301,beautiful views,5.8262568
5080,21107,Yardley,4.4400344
5080,23674,American (New) restaurant,2.705445
5080,24217,seasonal dishes,2.4562137
5080,14765,BYOB option,2.0299308
9769,37368,yakitori skewers,3.0512824
9769,37369,whiskey highballs,2.8462284
9769,37370,delicious yakitori skewers,2.737116
9769,14093,Philadelphia,2.0635397
9769,37372,Fans of unique bar experiences,1.8236116
9769,37371,extensive drink selection,1.1162022
9769,14267,bar,0.9872342
9769,15142,Fans of Japanese cuisine,0.122636154
9769,14643,Japanese cuisine,-0.24594204
9769,14214,cozy,-0.2581512
9769,14783,drinks,-1.444782
10286,21319,New Hope,6.7863812
10286,17201,small portions,1.7392259
10286,30114,relaxing setting,1.5606645
10286,19575,charming atmosphere,-0.2036852
10286,14222,live music,-0.41739365
10286,14120,affordable,-0.6332477
10286,14208,good service,-1.1669573
10286,14271,great food,-1.9210211
