user_id,item_id,base_score,n_connected_entities,score_without_entities,score_diff_entities,score_diff_entities_pct,n_other_users_connected,n_removed_random_edges,score_without_random,score_diff_random,score_diff_random_pct
45600,9137,8.876486778259277,7,8.903266906738281,-0.026780128479003906,-0.3016973848774844,24,14,8.852485656738281,0.024001121520996094,0.27038987519004487
55682,3918,9.110345840454102,8,9.184480667114258,-0.07413482666015625,-0.8137432755951339,10,16,9.013992309570312,0.09635353088378906,1.0576275870443395
45635,10396,13.216680526733398,5,13.179096221923828,0.03758430480957031,0.2843702299798235,27,10,13.348305702209473,-0.13162517547607422,-0.9959019226486999
53666,1545,6.474111557006836,10,6.49556827545166,-0.02145671844482422,-0.3314233660617406,47,20,6.453921318054199,0.02019023895263672,0.3118611530687191
49983,7889,2.7215332984924316,8,2.7543721199035645,-0.03283882141113281,-1.2066294183989434,10,16,2.655613422393799,0.06591987609863281,2.42215945456734
49888,10048,6.155899524688721,11,6.184020519256592,-0.028120994567871094,-0.4568137354271236,22,22,6.150046348571777,0.005853176116943359,0.09508238549815075
54385,6508,2.4868063926696777,8,2.485374927520752,0.0014314651489257812,0.05756238817566538,13,16,2.4815115928649902,0.0052947998046875,0.21291564233930327
45678,8668,3.6844570636749268,8,3.9448883533477783,-0.26043128967285156,-7.068376294582028,4,8,3.2616147994995117,0.42284226417541504,11.476379202358421
46774,12047,6.224532127380371,11,6.305273056030273,-0.08074092864990234,-1.2971405239397906,12,22,6.035059452056885,0.18947267532348633,3.0439665415178276
57225,7257,2.848907232284546,10,2.8318910598754883,0.017016172409057617,0.5972876974099401,46,20,2.8454697132110596,0.003437519073486328,0.12066096903863638
